time,humid_sht4x,pressure_bmp280,temp_bmp280,temp_sht4x
4/2/2024 18:44,42.13,1006.22,46.6,44.07
4/2/2024 18:45,41.76,1006.24,46.7,44.28
4/2/2024 18:48,42.27,1006.28,46.37,44.03
4/2/2024 18:49,42.23,1006.32,46.53,44.06
4/2/2024 18:50,42.17,1006.3,46.27,43.98
4/2/2024 18:51,42.16,1006.33,46.61,44.05
4/2/2024 18:52,42.24,1006.33,46.55,43.94
4/2/2024 18:53,42.17,1006.34,46.48,44
4/2/2024 18:54,42.32,1006.37,46.51,43.95
4/2/2024 18:55,42.3,1006.39,46.42,44.03
4/2/2024 18:56,42.13,1006.4,46.51,44.03
4/2/2024 18:57,42.25,1006.43,46.43,44.05
4/2/2024 18:58,41.99,1006.42,46.51,44.14
4/2/2024 18:59,42.08,1006.44,46.56,44.16
4/2/2024 19:00,42.27,1006.46,46.59,43.96
4/2/2024 19:01,42.12,1006.48,46.61,44.1
4/2/2024 19:03,42.26,1006.49,46.54,44.03
4/2/2024 19:04,42.22,1006.5,46.51,44.14
4/2/2024 19:05,42.23,1006.47,45.62,43.95
4/2/2024 19:07,47.52,1006.63,42.1,40.85
4/2/2024 19:08,48.6,1006.65,41.64,40.36
4/2/2024 19:09,49.37,1006.69,41.36,40.03
4/2/2024 19:10,49.51,1006.73,41.08,40.06
4/2/2024 19:11,49.58,1006.7,41.28,40
4/2/2024 19:12,49.67,1006.69,41.17,39.96
4/2/2024 19:13,50.28,1006.76,41.04,39.69
4/2/2024 19:15,49.62,1006.8,41.23,40.08
4/2/2024 19:16,48.71,1006.75,41.36,40.48
4/2/2024 19:17,49.73,1006.79,41.41,40.03
4/2/2024 19:18,49.97,1006.78,41.07,39.91
4/2/2024 19:19,49.91,1006.83,41,39.9
4/2/2024 19:20,49.56,1006.82,41.09,40.2
4/2/2024 19:21,48.67,1006.86,41.05,40.47
4/2/2024 19:22,48.25,1006.86,40.95,41.03
4/2/2024 19:23,48.93,1006.9,40.83,40.6
4/2/2024 19:24,49.81,1006.95,40.79,40
4/2/2024 19:25,49.22,1006.96,40.91,40.34
4/2/2024 19:26,48.82,1006.93,40.79,40.61
4/2/2024 19:27,49,1006.97,40.72,40.45
4/2/2024 19:28,48.93,1006.94,40.91,40.45
4/2/2024 19:29,47.93,1006.94,40.94,40.95
4/2/2024 19:30,48.01,1006.96,41.2,40.89
4/2/2024 19:31,49.78,1006.97,40.92,39.97
4/2/2024 19:32,49.63,1006.97,40.86,40.3
4/2/2024 19:33,49.93,1006.98,40.83,39.98
4/2/2024 19:34,50.54,1006.99,40.7,39.77
4/2/2024 19:35,50.22,1006.99,40.98,39.96
4/2/2024 19:36,49.66,1006.99,41.01,40.26
4/2/2024 19:37,50,1006.98,40.88,40.07
4/2/2024 19:38,50.28,1006.98,40.88,39.81
4/2/2024 19:39,49.87,1006.98,41.03,40.02
4/2/2024 19:40,49.62,1007.02,40.77,40.15
4/2/2024 19:41,48.43,1007.02,40.84,41.07
4/2/2024 19:42,49.87,1007.02,40.66,40.12
4/2/2024 19:43,50.56,1007.04,40.47,39.78
4/2/2024 19:44,50.48,1007.04,40.27,39.77
4/2/2024 19:45,50.99,1007.04,40.22,39.55
4/2/2024 19:46,51.11,1007.05,40.32,39.54
4/2/2024 19:47,51.85,1007.07,40.09,39.16
4/2/2024 19:48,51.37,1007.12,40.11,39.43
4/2/2024 19:49,51.87,1007.1,40.04,39.17
4/2/2024 19:50,51.99,1007.13,40.05,39.08
4/2/2024 19:51,51.71,1007.16,40.08,39.26
4/2/2024 19:52,51.55,1007.14,40.12,39.32
4/2/2024 19:53,49.83,1007.11,40.32,40.29
4/2/2024 19:54,50.25,1007.15,40.37,40.06
4/2/2024 19:55,50.2,1007.19,40.51,40.03
4/2/2024 19:56,50.21,1007.15,40.72,39.95
4/2/2024 19:57,50.32,1007.22,40.66,39.86
4/2/2024 19:58,50.44,1007.2,40.63,39.86
4/2/2024 19:59,50.95,1007.22,40.84,39.7
4/2/2024 20:00,50.45,1007.26,41.09,39.96
4/2/2024 20:01,50.3,1007.28,41.25,40.07
4/2/2024 20:02,49.74,1007.32,40.83,40.31
4/2/2024 20:03,50.58,1007.33,40.83,39.94
4/2/2024 20:04,50.4,1007.37,40.72,40.04
4/2/2024 20:05,50.97,1007.38,40.81,39.82
4/2/2024 20:06,48.32,1007.35,42.6,41.28
4/2/2024 20:07,46.64,1007.26,44.08,42.11
4/2/2024 20:08,45.76,1007.21,44.78,42.62
4/2/2024 20:09,45.19,1007.27,45.29,43.01
4/2/2024 20:10,44.6,1007.26,45.69,43.33
4/2/2024 20:11,44.27,1007.27,45.86,43.43
4/2/2024 20:12,43.74,1007.23,46.08,43.76
4/2/2024 20:13,43.94,1007.24,46.07,43.69
4/2/2024 20:14,43.69,1007.3,46.22,43.81
4/2/2024 20:15,43.71,1007.33,46.35,43.9
4/2/2024 20:16,43.61,1007.32,46.14,43.87
4/2/2024 20:17,43.81,1007.34,46.11,43.75
4/2/2024 20:18,43.87,1007.35,46.33,43.8
4/2/2024 20:19,43.83,1007.35,46.19,43.79
4/2/2024 20:20,43.89,1007.4,46.17,43.71
4/2/2024 20:21,43.75,1007.39,46.2,43.77
4/2/2024 20:22,43.65,1007.45,46.09,43.85
4/2/2024 20:23,44.03,1007.42,46.34,43.81
4/2/2024 20:24,43.48,1007.44,46.21,43.92
4/2/2024 20:25,44.08,1007.41,46.36,43.83
4/2/2024 20:26,44.24,1007.48,46.09,43.64
4/2/2024 20:27,43.98,1007.44,46.27,43.73
4/2/2024 20:28,43.94,1007.46,46.17,43.73
4/2/2024 20:29,43.7,1007.53,46.11,43.9
4/2/2024 20:30,44.07,1007.48,46.22,43.8
4/2/2024 20:31,43.44,1007.52,46.28,44.03
4/2/2024 20:32,43.65,1007.55,46.28,43.99
4/2/2024 20:33,43.66,1007.58,46.33,43.95
4/2/2024 20:34,43.73,1007.58,46.18,43.86
4/2/2024 20:35,43.82,1007.55,46.3,43.9
4/2/2024 20:36,43.7,1007.6,46.31,44
4/2/2024 20:37,44.36,1007.58,46.32,43.8
4/2/2024 20:38,43.86,1007.56,46.29,43.87
4/2/2024 20:39,44.25,1007.59,46.23,43.7
4/2/2024 20:40,44.04,1007.59,46.28,43.87
4/2/2024 20:41,43.8,1007.64,46.17,43.84
4/2/2024 20:42,44.02,1007.62,46.27,43.83
4/2/2024 20:43,44.12,1007.63,46.31,43.77
4/2/2024 20:44,44.42,1007.67,46.17,43.74
4/2/2024 20:45,44.22,1007.66,46.18,43.89
4/2/2024 20:46,44.13,1007.65,46.16,43.74
4/2/2024 20:47,44.21,1007.62,46.38,43.74
4/2/2024 20:48,44.13,1007.64,46.16,43.8
4/2/2024 20:49,44.69,1007.68,46.01,43.57
4/2/2024 20:50,44.32,1007.69,46.15,43.71
4/2/2024 20:51,44.01,1007.63,46.29,43.88
4/2/2024 20:52,44.12,1007.64,46.25,43.83
4/2/2024 20:53,44.41,1007.74,46.27,43.79
4/2/2024 20:54,44.66,1007.64,46.14,43.63
4/2/2024 20:55,44.14,1007.74,46.2,43.83
4/2/2024 20:56,44.24,1007.68,46.18,43.75
4/2/2024 20:57,44.98,1007.72,46.24,43.69
4/2/2024 20:58,44.13,1007.65,45.96,43.88
4/2/2024 20:59,44.04,1007.75,46.07,43.87
4/2/2024 21:00,44.85,1007.75,45.57,43.44
4/2/2024 21:01,43.95,1007.75,45.92,43.95
4/2/2024 21:02,44.3,1007.71,46.34,43.85
4/2/2024 21:03,44.38,1007.8,45.57,43.81
4/2/2024 21:04,44.17,1007.8,46.03,43.97
4/2/2024 21:05,44.32,1007.83,46.03,43.81
4/2/2024 21:06,44.75,1007.88,45.88,43.59
4/2/2024 21:07,43.78,1007.98,45.73,44.24
4/2/2024 21:08,44.11,1007.94,46,44.01
4/2/2024 21:09,45.04,1007.99,45.79,43.44
4/2/2024 21:10,44.16,1007.96,45.99,43.91
4/2/2024 21:11,44.27,1007.97,46.24,43.88
4/2/2024 21:12,44.39,1007.98,46.31,43.9
4/2/2024 21:13,44.52,1007.87,46.42,43.99
4/2/2024 21:14,44.73,1007.98,46.21,43.69
4/2/2024 21:15,44.78,1007.93,46.44,43.7
4/2/2024 21:16,44.6,1007.98,46.34,43.76
4/2/2024 21:17,44.49,1007.96,46.29,43.76
4/2/2024 21:18,44.51,1007.97,46.32,43.79
4/2/2024 21:19,44.53,1007.98,46.21,43.74
4/2/2024 21:20,44.46,1008.02,46.25,43.77
4/2/2024 21:21,44.63,1008.01,46.18,43.65
4/2/2024 21:22,44.35,1008.01,46.36,43.99
4/2/2024 21:23,44.57,1008.01,46.15,43.75
4/2/2024 21:24,44.71,1008.02,45.9,43.6
4/2/2024 21:25,44.84,1008.03,46.09,43.62
4/2/2024 21:26,44.58,1008.04,46.31,43.69
4/2/2024 21:27,44.66,1008.06,46.05,43.63
4/2/2024 21:28,44.37,1008.1,46.33,43.87
4/2/2024 21:29,44.86,1008.11,46.17,43.61
4/2/2024 21:30,44.93,1008.14,45.93,43.51
4/2/2024 21:31,45.03,1008.14,46.1,43.53
4/2/2024 21:32,44.98,1008.18,45.89,43.55
4/2/2024 21:33,44.56,1008.19,45.77,43.93
4/2/2024 21:34,44.85,1008.18,45.94,43.67
4/2/2024 21:35,45.01,1008.22,45.99,43.52
4/2/2024 21:36,44.93,1008.2,46.11,43.56
4/2/2024 21:37,44.8,1008.21,46.21,43.6
4/2/2024 21:38,45.16,1008.29,46,43.48
4/2/2024 21:39,44.7,1008.26,46.07,43.64
4/2/2024 21:40,44.85,1008.29,46.28,43.81
4/2/2024 21:41,44.98,1008.29,46.04,43.51
4/2/2024 21:42,44.72,1008.34,46.03,43.67
4/2/2024 21:43,44.67,1008.36,46.01,43.67
4/2/2024 21:44,45.05,1008.32,46.11,43.49
4/2/2024 21:45,44.94,1008.37,45.8,43.51
4/2/2024 21:46,45.01,1008.4,45.99,43.56
4/2/2024 21:47,44.79,1008.41,45.98,43.62
4/2/2024 21:48,45.11,1008.37,45.8,43.46
4/2/2024 21:49,45.08,1008.4,45.97,43.47
4/2/2024 21:50,45,1008.41,45.84,43.45
4/2/2024 21:51,44.9,1008.46,45.86,43.56
4/2/2024 21:52,45.31,1008.52,46.15,43.62
4/2/2024 21:53,44.86,1008.47,46.01,43.56
4/2/2024 21:54,45.28,1008.45,45.88,43.39
4/2/2024 21:55,44.96,1008.47,45.82,43.54
4/2/2024 21:56,45.09,1008.53,45.69,43.44
4/2/2024 21:57,45.13,1008.53,45.66,43.43
4/2/2024 21:58,45.01,1008.51,45.73,43.47
4/2/2024 21:59,44.85,1008.51,45.88,43.56
4/2/2024 22:00,44.84,1008.53,45.93,43.56
4/2/2024 22:01,44.98,1008.54,45.73,43.49
4/2/2024 22:02,45.07,1008.58,45.72,43.45
4/2/2024 22:03,44.88,1008.56,45.95,43.62
4/2/2024 22:04,44.77,1008.58,46,43.69
4/2/2024 22:05,44.7,1008.64,46,43.71
4/2/2024 22:06,45.01,1008.63,45.86,43.51
4/2/2024 22:07,45.02,1008.61,45.73,43.45
4/2/2024 22:08,44.99,1008.67,45.71,43.46
4/2/2024 22:09,45.01,1008.67,45.61,43.43
4/2/2024 22:10,45.18,1008.7,45.83,43.49
4/2/2024 22:11,44.92,1008.65,45.7,43.5
4/2/2024 22:12,44.72,1008.69,45.8,43.55
4/2/2024 22:13,45.19,1008.68,45.37,43.25
4/2/2024 22:14,49.94,1008.85,41.97,40.76
4/2/2024 22:15,52.28,1008.92,40.43,39.45
4/2/2024 22:16,52.15,1008.94,40.09,39.81
4/2/2024 22:17,53.5,1008.91,39.67,39.21
4/2/2024 22:18,54.37,1008.93,39.3,38.81
4/2/2024 22:19,54.9,1008.92,39.14,38.35
4/2/2024 22:20,54.86,1008.98,39.01,38.47
4/2/2024 22:21,55.47,1009,38.92,38.19
4/2/2024 22:22,56.25,1009,38.62,37.94
4/2/2024 22:23,55.77,1009.02,38.66,38.2
4/2/2024 22:24,56.14,1009.04,38.76,38.02
4/2/2024 22:25,56.26,1009.05,38.57,38.12
4/2/2024 22:26,56.75,1009.06,38.67,37.85
4/2/2024 22:27,56.59,1009.09,38.7,37.84
4/2/2024 22:28,56.79,1009.08,38.84,37.71
4/2/2024 22:29,57.16,1009.09,38.62,37.78
4/2/2024 22:30,57.46,1009.12,38.49,37.57
4/2/2024 22:31,56.18,1009.07,38.77,38.14
4/2/2024 22:32,55.76,1009.1,38.83,38.3
4/2/2024 22:33,56.02,1009.15,38.81,38.3
4/2/2024 22:34,56.52,1009.14,38.71,38.17
4/2/2024 22:35,56.77,1009.15,38.67,37.97
4/2/2024 22:36,56.6,1009.13,38.74,38.05
4/2/2024 22:37,56.59,1009.16,38.75,38.05
4/2/2024 22:38,56.59,1009.12,38.75,38.02
4/2/2024 22:39,57.44,1009.16,38.56,37.81
4/2/2024 22:40,56.19,1009.13,38.79,38.31
4/2/2024 22:41,54.35,1009.05,40.57,39.28
4/2/2024 22:42,51.08,1009.02,42.25,40.76
4/2/2024 22:43,49.13,1009.04,42.92,41.77
4/2/2024 22:44,48.34,1009.04,43.89,42.15
4/2/2024 22:45,47.65,1009.04,44.24,42.52
4/2/2024 22:46,50.56,1009.13,41.96,41
4/2/2024 22:47,52.4,1009.15,41.56,40.08
4/2/2024 22:48,53.02,1009.18,40.82,39.77
4/2/2024 22:49,53.36,1009.19,40.62,39.67
4/2/2024 22:50,53.39,1009.19,40.63,39.63
4/2/2024 22:51,53.5,1009.16,40.68,39.75
4/2/2024 22:52,53.74,1009.19,40.79,39.51
4/2/2024 22:53,53.88,1009.21,40.87,39.51
4/2/2024 22:54,50.72,1009.13,42.59,41.05
4/2/2024 22:55,48.96,1009.11,43.8,41.95
4/2/2024 22:56,48.02,1009.12,44.57,42.62
4/2/2024 22:57,46.79,1009.04,45.15,43.16
4/2/2024 22:58,46.19,1009.06,45.59,43.38
4/2/2024 22:59,46.09,1009.07,45.75,43.46
4/2/2024 23:00,46.28,1009.08,45.88,43.43
4/2/2024 23:01,45.69,1009.14,46.04,43.68
4/2/2024 23:02,45.53,1009.09,46.14,43.78
4/2/2024 23:03,45.51,1009.14,46.23,43.75
4/2/2024 23:04,45.32,1009.11,46.26,43.8
4/2/2024 23:05,44.97,1009.14,46.34,43.99
4/2/2024 23:06,44.98,1009.13,46.43,44.01
4/2/2024 23:07,45.2,1009.11,46.44,43.82
4/2/2024 23:08,44.7,1009.15,46.5,44.12
4/2/2024 23:09,44.67,1009.15,46.54,44.12
4/2/2024 23:10,44.8,1009.13,46.42,44.03
4/2/2024 23:11,45.39,1009.15,45.95,43.83
4/2/2024 23:12,44.8,1009.19,46.37,44.14
4/2/2024 23:13,45.04,1009.12,46.36,44.01
4/2/2024 23:14,44.82,1009.13,46.46,44.07
4/2/2024 23:15,44.7,1009.06,46.71,44.11
4/2/2024 23:16,44.6,1009.02,46.66,44.2
4/2/2024 23:17,44.63,1009.07,46.48,44.14
4/2/2024 23:18,44.62,1009,46.61,44.12
4/2/2024 23:19,44.69,1009.02,46.42,44.14
4/2/2024 23:20,44.61,1009.02,46.55,44.1
4/2/2024 23:21,44.75,1008.99,46.55,44.02
4/2/2024 23:22,44.79,1008.97,46.44,43.98
4/2/2024 23:23,44.62,1009.01,46.43,44.07
4/2/2024 23:24,44.56,1009.03,46.43,44.1
4/2/2024 23:25,44.58,1009.02,46.3,44.08
4/2/2024 23:26,44.6,1008.99,46.36,44.07
4/2/2024 23:27,44.49,1008.99,46.46,44.1
4/2/2024 23:28,44.35,1008.97,46.48,44.17
4/2/2024 23:29,44.46,1008.97,46.47,44.11
4/2/2024 23:30,44.42,1008.97,46.51,44.1
4/2/2024 23:31,44.45,1009,46.39,44.06
4/2/2024 23:32,44.39,1009,46.6,44.1
4/2/2024 23:33,44.41,1009.02,46.26,44.07
4/2/2024 23:34,44.34,1008.99,46.36,44.1
4/2/2024 23:35,44.44,1009,46.39,44.03
4/2/2024 23:36,44.43,1009.04,46.39,43.93
4/2/2024 23:37,44.32,1009.02,46.42,44.08
4/2/2024 23:38,44.25,1008.93,46.43,44.14
4/2/2024 23:39,44.43,1008.96,46.67,43.96
4/2/2024 23:40,44.27,1008.89,46.42,44.07
4/2/2024 23:41,44.27,1008.91,46.64,44.08
4/2/2024 23:42,44.22,1008.93,46.4,44.11
4/2/2024 23:43,44.3,1008.94,46.33,44.06
4/2/2024 23:44,44.27,1008.95,46.33,44.06
4/2/2024 23:45,44.23,1008.89,46.47,44.03
4/2/2024 23:46,44.23,1008.91,46.64,44.05
4/2/2024 23:47,44.19,1008.9,46.53,44.08
4/2/2024 23:48,44.09,1008.88,46.48,44.08
4/2/2024 23:49,44.25,1008.89,46.32,44.02
4/2/2024 23:50,44.31,1008.85,46.47,43.93
4/2/2024 23:51,44.22,1008.83,46.53,43.99
4/2/2024 23:52,44.18,1008.86,46.41,44
4/2/2024 23:53,44.08,1008.81,46.61,44.01
4/2/2024 23:54,44.13,1008.82,46.54,43.97
4/2/2024 23:55,44.06,1008.81,46.41,43.98
4/2/2024 23:56,43.96,1008.86,46.08,44.07
4/2/2024 23:57,44.1,1008.81,46.53,43.99
4/2/2024 23:58,43.99,1008.84,46.56,43.96
4/2/2024 23:59,44.08,1008.81,46.48,43.98
4/3/2024 0:00,43.94,1008.86,46.38,44.04
4/3/2024 0:01,43.89,1008.78,46.34,44.05
4/3/2024 0:02,43.9,1008.76,46.46,44.02
4/3/2024 0:03,43.92,1008.79,46.28,44.05
4/3/2024 0:04,43.96,1008.76,46.47,43.99
4/3/2024 0:05,43.87,1008.77,46.47,44.03
4/3/2024 0:06,43.87,1008.75,46.62,44
4/3/2024 0:07,43.77,1008.79,46.3,44.04
4/3/2024 0:08,43.87,1008.75,46.65,43.99
4/3/2024 0:09,43.75,1008.79,46.26,44.07
4/3/2024 0:10,43.79,1008.74,46.46,44.02
4/3/2024 0:11,43.83,1008.72,46.51,43.95
4/3/2024 0:12,43.81,1008.71,46.42,43.99
4/3/2024 0:13,43.8,1008.69,46.45,43.96
4/3/2024 0:14,43.74,1008.73,46.41,44.02
4/3/2024 0:15,43.77,1008.7,46.5,43.98
4/3/2024 0:16,43.77,1008.71,46.55,44
4/3/2024 0:17,43.73,1008.71,46.64,43.95
4/3/2024 0:18,43.73,1008.67,46.46,44.03
4/3/2024 0:19,43.73,1008.69,46.49,43.98
4/3/2024 0:20,43.65,1008.66,46.54,43.98
4/3/2024 0:21,43.75,1008.64,46.6,43.94
4/3/2024 0:22,43.77,1008.63,46.36,43.93
4/3/2024 0:23,43.71,1008.63,46.59,43.96
4/3/2024 0:24,43.63,1008.67,46.12,44
4/3/2024 0:25,43.69,1008.61,46.57,43.95
4/3/2024 0:26,43.7,1008.6,46.57,43.95
4/3/2024 0:27,43.63,1008.6,46.46,43.97
4/3/2024 0:28,43.68,1008.59,46.51,43.95
4/3/2024 0:29,43.63,1008.59,46.53,43.97
4/3/2024 0:30,43.59,1008.59,46.34,43.97
4/3/2024 0:31,43.67,1008.53,46.42,43.91
4/3/2024 0:32,43.64,1008.57,46.18,43.99
4/3/2024 0:33,43.71,1008.55,46.46,43.91
4/3/2024 0:34,43.59,1008.59,46.43,43.96
4/3/2024 0:35,43.63,1008.55,46.55,43.92
4/3/2024 0:36,43.59,1008.52,46.18,43.96
4/3/2024 0:37,43.7,1008.55,46.53,43.87
4/3/2024 0:38,43.75,1008.51,46.58,43.86
4/3/2024 0:39,43.57,1008.51,46.52,43.94
4/3/2024 0:40,43.6,1008.52,46.2,43.96
4/3/2024 0:41,43.69,1008.48,46.45,43.86
4/3/2024 0:42,43.68,1008.52,46.23,43.89
4/3/2024 0:43,43.61,1008.46,46.35,43.88
4/3/2024 0:44,43.67,1008.49,46.56,43.86
4/3/2024 0:45,43.53,1008.45,46.45,43.92
4/3/2024 0:46,43.59,1008.44,46.53,43.87
4/3/2024 0:47,43.62,1008.42,46.56,43.86
4/3/2024 0:48,43.58,1008.44,46.26,43.86
4/3/2024 0:49,43.6,1008.43,46.51,43.83
4/3/2024 0:50,43.59,1008.45,46.53,43.83
4/3/2024 0:51,43.42,1008.46,46.48,43.91
4/3/2024 0:52,43.48,1008.44,46.43,43.88
4/3/2024 0:53,43.61,1008.39,46.44,43.84
4/3/2024 0:54,43.61,1008.41,46.47,43.8
4/3/2024 0:55,43.56,1008.43,46.43,43.84
4/3/2024 0:56,43.6,1008.43,46.25,43.81
4/3/2024 0:57,43.65,1008.45,46.47,43.78
4/3/2024 0:58,43.55,1008.41,46.32,43.83
4/3/2024 0:59,43.58,1008.39,46.36,43.79
4/3/2024 1:00,43.45,1008.38,46.28,43.87
4/3/2024 1:01,43.45,1008.39,46.44,43.86
4/3/2024 1:02,43.48,1008.33,46.41,43.81
4/3/2024 1:03,43.56,1008.35,46.45,43.8
4/3/2024 1:04,43.47,1008.31,46.47,43.83
4/3/2024 1:05,43.4,1008.34,46,43.89
4/3/2024 1:06,43.52,1008.28,46.26,43.82
4/3/2024 1:07,43.35,1008.25,46.34,43.74
4/3/2024 1:08,43.39,1008.28,46.04,43.86
4/3/2024 1:09,43.47,1008.26,46.03,43.8
4/3/2024 1:10,43.43,1008.26,45.95,43.77
4/3/2024 1:11,43.55,1008.26,46.27,43.72
4/3/2024 1:12,43.46,1008.24,46.35,43.74
4/3/2024 1:13,43.49,1008.17,46.38,43.77
4/3/2024 1:14,43.37,1008.21,46.28,43.8
4/3/2024 1:15,43.27,1008.15,46.18,43.79
4/3/2024 1:16,43.37,1008.18,46.25,43.78
4/3/2024 1:17,43.47,1008.18,46.24,43.71
4/3/2024 1:18,43.11,1008.14,46.16,43.73
4/3/2024 1:19,43.48,1008.17,46.32,43.69
4/3/2024 1:20,43.36,1008.17,46.18,43.78
4/3/2024 1:21,43.37,1008.16,46.04,43.77
4/3/2024 1:22,43.41,1008.18,46.31,43.71
4/3/2024 1:23,43.18,1008.14,46.11,43.74
4/3/2024 1:24,43.09,1008.12,46.32,43.66
4/3/2024 1:25,43.4,1008.12,46.38,43.67
4/3/2024 1:26,43.25,1008.12,46.35,43.67
4/3/2024 1:27,43.24,1008.1,46.35,43.74
4/3/2024 1:28,43.24,1008.1,46.28,43.72
4/3/2024 1:29,43.16,1008.1,46.16,43.73
4/3/2024 1:30,43.05,1008.07,46.27,43.67
4/3/2024 1:31,43.08,1008.09,45.92,43.77
4/3/2024 1:32,43.19,1008.05,46.26,43.71
4/3/2024 1:33,43.06,1008.03,46.05,43.75
4/3/2024 1:34,43.03,1008,46.29,43.69
4/3/2024 1:35,43.08,1008.04,46.09,43.67
4/3/2024 1:36,42.81,1008.02,46.08,43.55
4/3/2024 1:37,42.93,1008.04,45.68,43.7
4/3/2024 1:38,42.83,1008.07,45.84,43.68
4/3/2024 1:39,43.15,1007.99,46.29,43.54
4/3/2024 1:40,42.76,1007.97,46.31,43.57
4/3/2024 1:41,43.04,1007.98,46.18,43.59
4/3/2024 1:42,42.87,1007.96,46.02,43.67
4/3/2024 1:43,42.98,1007.97,46.18,43.61
4/3/2024 1:44,42.94,1007.96,46.05,43.69
4/3/2024 1:45,42.96,1007.95,46.19,43.65
4/3/2024 1:46,42.84,1007.92,46,43.68
4/3/2024 1:47,42.58,1007.94,46.18,43.58
4/3/2024 1:48,42.83,1007.89,46.28,43.43
4/3/2024 1:49,42.84,1007.91,46.21,43.51
4/3/2024 1:50,42.82,1007.87,46.02,43.61
4/3/2024 1:51,42.89,1007.82,45.98,43.61
4/3/2024 1:52,42.87,1007.81,45.99,43.62
4/3/2024 1:53,42.87,1007.83,45.98,43.63
4/3/2024 1:54,42.69,1007.8,45.91,43.67
4/3/2024 1:55,42.89,1007.77,46.22,43.6
4/3/2024 1:56,42.91,1007.77,46.26,43.6
4/3/2024 1:57,42.82,1007.79,46.17,43.64
4/3/2024 1:58,42.89,1007.76,46.22,43.6
4/3/2024 1:59,42.87,1007.72,46.31,43.62
4/3/2024 2:00,42.77,1007.72,46.09,43.67
4/3/2024 2:01,42.83,1007.71,46.18,43.67
4/3/2024 2:02,42.79,1007.7,46.29,43.68
4/3/2024 2:03,42.84,1007.74,46.24,43.67
4/3/2024 2:04,42.81,1007.68,46.19,43.69
4/3/2024 2:05,42.89,1007.7,46.11,43.65
4/3/2024 2:06,42.94,1007.68,46.1,43.63
4/3/2024 2:07,42.92,1007.69,46.17,43.64
4/3/2024 2:08,42.94,1007.65,46.28,43.65
4/3/2024 2:09,42.97,1007.63,46.18,43.62
4/3/2024 2:10,42.93,1007.61,45.95,43.69
4/3/2024 2:11,42.91,1007.64,46,43.67
4/3/2024 2:12,42.94,1007.59,45.98,43.69
4/3/2024 2:13,43.02,1007.57,46.08,43.62
4/3/2024 2:14,43.06,1007.54,46.23,43.58
4/3/2024 2:15,43,1007.58,46.16,43.61
4/3/2024 2:16,42.95,1007.57,46.14,43.68
4/3/2024 2:17,42.96,1007.54,46.29,43.64
4/3/2024 2:18,43.02,1007.5,46.24,43.63
4/3/2024 2:19,42.96,1007.53,46.1,43.65
4/3/2024 2:20,43.04,1007.54,46.03,43.62
4/3/2024 2:21,43.01,1007.55,46.15,43.65
4/3/2024 2:22,43.09,1007.51,46.07,43.62
4/3/2024 2:23,43.1,1007.54,46.03,43.61
4/3/2024 2:24,43.06,1007.54,45.95,43.65
4/3/2024 2:25,43.07,1007.55,46.04,43.64
4/3/2024 2:26,43.1,1007.57,46.07,43.62
4/3/2024 2:27,43.06,1007.54,45.93,43.67
4/3/2024 2:28,43.17,1007.57,46.04,43.61
4/3/2024 2:29,43.13,1007.55,46.1,43.6
4/3/2024 2:30,43.17,1007.52,46.08,43.62
4/3/2024 2:31,43.24,1007.55,45.93,43.6
4/3/2024 2:32,43.19,1007.53,46.14,43.61
4/3/2024 2:33,43.28,1007.46,46.14,43.55
4/3/2024 2:34,43.2,1007.43,46.16,43.59
4/3/2024 2:35,43.19,1007.45,45.91,43.64
4/3/2024 2:36,43.2,1007.5,46.08,43.58
4/3/2024 2:37,43.2,1007.45,46.21,43.6
4/3/2024 2:38,43.27,1007.41,46.15,43.57
4/3/2024 2:39,43.3,1007.46,46.02,43.54
4/3/2024 2:40,43.29,1007.49,46.04,43.57
4/3/2024 2:41,43.27,1007.46,45.98,43.57
4/3/2024 2:42,43.26,1007.48,45.99,43.6
4/3/2024 2:43,43.31,1007.48,46.07,43.6
4/3/2024 2:44,43.25,1007.43,45.82,43.62
4/3/2024 2:45,43.43,1007.48,46.01,43.51
4/3/2024 2:46,43.36,1007.41,45.89,43.56
4/3/2024 2:47,43.36,1007.41,45.93,43.53
4/3/2024 2:48,43.35,1007.42,45.91,43.56
4/3/2024 2:49,43.33,1007.41,45.99,43.56
4/3/2024 2:50,43.39,1007.38,46.01,43.57
4/3/2024 2:51,43.4,1007.32,46.16,43.54
4/3/2024 2:52,43.36,1007.36,46.22,43.53
4/3/2024 2:53,43.47,1007.32,46.1,43.49
4/3/2024 2:54,43.36,1007.38,45.9,43.53
4/3/2024 2:55,43.33,1007.37,45.92,43.54
4/3/2024 2:56,43.39,1007.34,46.14,43.53
4/3/2024 2:57,43.35,1007.34,46.17,43.55
4/3/2024 2:58,43.36,1007.38,45.87,43.54
4/3/2024 2:59,43.42,1007.38,46.03,43.5
4/3/2024 3:00,43.26,1007.43,45.59,43.57
4/3/2024 3:01,43.44,1007.39,45.93,43.48
4/3/2024 3:02,43.44,1007.38,46.07,43.48
4/3/2024 3:03,43.4,1007.41,46.08,43.49
4/3/2024 3:04,43.38,1007.41,46,43.49
4/3/2024 3:05,43.38,1007.42,46.06,43.47
4/3/2024 3:06,43.34,1007.37,45.85,43.54
4/3/2024 3:07,43.39,1007.4,45.95,43.49
4/3/2024 3:08,43.39,1007.39,45.73,43.49
